dst_importance,count
0.165405699962141,2105
0.164252165442263,3005
0.102091753010825,1378
0.0973559533523853,4355
0.0909831306762955,1848
0.088392796352928,2231
0.0843291751779898,1694
0.0782228727850412,937
0.0727408796165627,1784
0.0706444952369926,2335
0.0694255489336702,1201
0.068627341857129,1711
0.0650045399187937,1253
0.0611327885190776,1098
0.058476110169977,1694
0.0542185751666256,1061
0.0521420094406411,625
0.0515375174976963,593
0.049378783076421,718
0.0491175774021699,1035
0.0480379085897893,3611
0.047357476085437,1513
0.0460036679152789,1094
0.0449969943733147,969
0.0441706465159269,786
0.0440512580404357,601
0.0414849781844665,1127
0.041197572749081,204
0.0410069010552043,975
0.0392298081737364,546
0.0391711730954364,1119
0.0390122426161442,365
0.0387472947720366,976
0.0380855724212977,329
0.0379553863566891,1204
0.0379426640219181,655
0.0375388948901117,838
0.0372506504384566,324
0.0361292587419379,3621
0.0361126856890974,495
0.0356224910178079,538
0.0352671500545,793
0.0352624600188983,776
0.0348540575173543,494
0.0348223374164102,1456
0.0344928044510451,889
0.0341080853926304,399
0.0338417824774702,507
0.0334288988735328,570
0.0333314637728528,717
0.0332734396186756,425
0.0329116010225954,903
0.032854903356745,781
0.032822183091905,375
0.0323133352068625,520
0.0322903131208583,872
0.0319489787061938,1675
0.0317894517005778,396
0.0317884017197387,569
0.0314211893632447,158
0.0309325300251236,415
0.0306787044175955,795
0.0306638130854065,500
0.0302125172258281,320
0.0299736860255476,830
0.0298005800854598,520
0.0295640081999521,196
0.0293892817831107,420
0.0292933613527304,587
0.0289945849105704,998
0.0286218796727621,703
0.0285521005182791,539
0.0284301758023798,669
0.0281645727288727,469
0.0281541300391283,613
0.0280420678106649,364
0.0280415215350434,917
0.0280361892194093,222
0.0274295779116298,541
0.0274206282798589,622
0.0272850873327177,393
0.0270639894562951,614
0.0269001491952994,487
0.026890191183783,280
0.0268163884168102,414
0.0267610758224812,30
0.0263953740282077,230
0.0257303685484272,312
0.0255873020926855,312
0.0253315144477426,566
0.0252335423845907,1120
0.0251906493963033,423
0.0248552970835173,1821
0.0248520503315713,1083
0.0247669236162323,709
0.0247504306835336,454
0.0246846502642814,183
0.024674706294289,175
0.0246108515072602,641
0.0237419454814721,765
0.0237176643023905,322
0.0236925922642059,451
0.0236731551736577,1985
0.0235746655234811,282
0.0232836285583475,283
0.0232506900308002,334
0.0232463384415947,558
0.023123081324171,442
0.0231181343990095,468
0.0229430315062777,405
0.0228190360890737,321
0.0226096416489097,429
0.022515467398594,718
0.0224350963064515,830
0.0223117929552259,295
0.0220988737776105,1451
0.0220830716246317,121
0.0220309970862173,1203
0.0217699129916539,56
0.0217233150869401,280
0.0216871918858897,1689
0.0215565867709957,348
0.0210679635953106,344
0.0210189742342324,484
0.0209501816981201,328
0.0209017249340744,1884
0.0208833012471971,196
0.0208190750580364,1037
0.0207489164642538,555
0.0207194524474284,468
0.0205689220587969,885
0.0204271662996317,409
0.0203618889633289,240
0.0203222837410487,318
0.0203210984613687,5
0.0202360698839456,314
0.0201611048724759,327
0.0201026759487315,282
0.0200864887269193,146
0.0200471488035625,247
0.0200033190174747,470
0.0199945026702728,260
0.0199277194303234,312
0.0198756806996294,814
0.01983690445629,357
0.0198319836500652,354
0.0198269822587455,327
0.0196138990412473,370
0.019585478866141,169
0.0195361724914637,261
0.0193451045875154,1
0.0193166907512843,165
0.0192664860696098,312
0.0192435986816686,1
0.0192416967537429,502
0.0191728809101018,270
0.0191032387978848,307
0.0190303479667695,489
0.0190261354505965,482
0.0189677132698877,8
0.0189486331969309,872
0.0187601517509025,140
0.0186756384138177,866
0.0186507659683141,538
0.0186035034582118,22
0.0185659611090515,253
0.0185584148909615,279
0.0185332923533265,144
0.0185073351647913,73
0.0184044872535021,332
0.0182542176365165,484
0.0181251675234195,328
0.0180940289008349,1175
0.0180726275034295,158
0.0179983416583775,642
0.0179540461190734,159
0.017842006966291,2
0.0178228795230313,119
0.0178035405992031,187
0.0177792747674501,174
0.0177629924185818,1925
0.0177453391780471,330
0.0177438955562603,3
0.0177381011236789,425
0.0177298127995026,344
0.0177051805559203,594
0.0176816860687139,207
0.0176775538709787,60
0.0176757114823759,485
0.0176714549911535,1390
0.0176433447623612,249
0.0176218055251298,9
0.0176207387463863,197
0.017602183280348,368
0.0175403142408902,29
0.0175370468963618,4
0.0175224953856151,278
0.017468232771831,309
0.0174363951193998,276
0.0174048089082159,1125
0.017375493774113,76
0.0173027694804422,355
0.0172712301860725,286
0.0172407146973572,223
0.0172066877030316,313
0.0171643250626865,346
0.0171609046568739,451
0.0171444823770933,68
0.0170370058203904,1989
0.0170353449052938,105
0.0170239687437282,93
0.0170009521697312,531
0.0169689267971726,126
0.0169474385253105,3
0.0168921361998223,132
0.0168722710519329,180
0.0168579433475896,460
0.0168027776229445,100
0.0167781508436065,21
0.0167000140108135,1190
0.0166813326559635,361
0.016644618591665,61
0.0165818041140495,37
0.0165451320039683,820
0.016536755810021,2
0.0165252441412848,5
0.0164621079848996,29
0.0164568603648438,273
0.0164204747337406,100
0.0163513570435864,510
0.016306924141159,2
0.0162878349470223,899
0.0162719637214184,11
0.0161697537715632,23
0.0161034027580409,136
0.0160862993800851,202
0.0160536966091416,2
0.0160262724339688,504
0.0159989928653001,431
0.0159578238283855,561
0.0159442018337393,623
0.0159398446866563,471
0.0159294985015617,145
0.0158704174298158,57
0.0158669055594471,169
0.0158627409991295,109
0.0158627165294334,17
0.0158475077911696,39
0.0158443908910818,22
0.0158236748921722,2412
0.0158169119403792,248
0.0158086849020958,3
0.0157888444316379,245
0.0157158207672201,1
0.0156747061543237,565
0.0156201006688385,348
0.0155426200570033,2
0.0155040046502073,8
0.0154615884784865,328
0.0154463453586466,15
0.0154366853049792,1308
0.0154336122483054,117
0.015393752887465,235
0.0153494638426062,57
0.0153084224046226,75
0.015297383808841,123
0.0152756547750895,57
0.0152728443008294,755
0.0152342582359786,371
0.0152165567828052,143
0.0152093629948238,34
0.015206971438582,1
0.0151858202454403,404
0.0151560265322072,115
0.0151539704944961,3
0.0151358494323551,42
0.0150997147255781,2
0.0150912594605163,290
0.0149859601419417,2
0.0149125435306232,225
0.0149053708605702,759
0.0148497937419715,629
0.0148443822305139,372
0.0148154860286896,257
0.0147991804692568,1112
0.0147773301529739,219
0.0147451412245878,136
0.0147413462540906,240
0.0147106088617879,939
0.0147030445927769,6
0.0147004576479703,144
0.014640986348278,2
0.0146366622386286,571
0.0146358400957246,21
0.0146143258024395,497
0.014603211627059,91
0.0146000104340744,12
0.0145708724312911,21
0.0145546093699944,7
0.014471157550713,170
0.0144656224351054,6
0.0144652478040613,2
0.0144537805727408,2
0.0144156498755524,20
0.0144037185800136,459
0.0143839252187828,408
0.0143653180856536,1
0.0143512159465588,99
0.0143502152598625,21
0.0143142916670913,224
0.0143048354763032,3
0.0142848664389387,393
0.0142609401154986,277
0.0142393192239235,9
0.0142309491961675,1020
0.0142114693587269,327
0.0141894227145538,526
0.0141844020090134,48
0.0141630581194525,14
0.0141580503658462,930
0.0141529199313637,10
0.0141494991956017,15
0.0141373277249705,158
0.0141354698319719,383
0.0141333810104737,18
0.0141160586677917,2
0.0140033447752698,269
0.0139933175084696,6
0.0139801408838529,168
0.0139385001758233,116
0.0139359257357929,167
0.0138986388023972,42
0.0138729348907481,15
0.0138709095811068,14
0.0138591856603923,200
0.0138577856206336,69
0.0138572928441918,249
0.0138384201783568,45
0.0138369112002592,8
0.0138358385568767,56
0.0138329303640159,48
0.0138109535250069,193
0.0138035075489124,279
0.0137987556844748,183
0.0137831385173532,40
0.0137810209586679,4
0.0137733111592833,194
0.0137697056755708,2
0.0137660716101692,21
0.0137655849059679,36
0.0137468934621085,175
0.013736754767212,23
0.0137246626882663,3
0.0137203029846895,39
0.0137054820516951,64
0.0136911731513302,862
0.0136849069071233,404
0.0136799073579051,4
0.0136760575160291,12
0.013657640006007,1
0.0136544185119164,7
0.0136082183397408,285
0.0135839561206394,1082
0.0135822401494387,111
0.0135788180700726,7
0.0135677407023096,2
0.0135361517136473,229
0.0135272766350782,4
0.0135258819184523,4
0.0135200325142126,8
0.0135132876820372,294
0.013484800142274,37
0.0134796206871803,378
0.0134635445800891,18
0.0134503558373695,3
0.0134462809462435,2
0.0134454126883466,194
0.0134407083884326,2
0.0133989235890768,177
0.0133962852377283,24
0.0133935352673061,1
0.0133842007495228,20
0.0133752088583507,8
0.0133563897270576,302
0.013329642289464,48
0.0133243745176374,119
0.0133198857161479,24
0.013298558962816,32
0.01323678300435,3
0.0132327874222231,1
0.0132245575374497,429
0.013178019429939,105
0.0131658364556364,339
0.013154892810111,189
0.0131308586593728,283
0.0131278264514269,16
0.0131243487189314,260
0.0131193549326022,610
0.0131141409361958,251
0.0130982673340872,5
0.0130972543355748,75
0.0130910390135494,3
0.0130699233854608,840
0.0130548331148566,199
0.0130411520505353,250
0.0130408543824143,60
0.0130350871865806,394
0.0130283392028141,119
0.0130138674211129,13
0.0130127516778078,4
0.0130104000802746,253
0.0130050610460493,741
0.0130050010304887,13
0.012992157789808,18
0.0129739707130257,144
0.0129724510763192,4
0.0129682639672439,330
0.0129601433068823,6
0.0129511935097846,20
0.0129488118417926,242
0.0129410838098188,200
0.0129034482878891,76
0.012892441662123,5
0.0128858229463427,232
0.0128776345219983,1
0.0128743583653406,260
0.0128691317073118,297
0.012852788512677,246
0.0128483791245759,791
0.0128313470988181,237
0.0128188837296766,1
0.0128148525605374,38
0.0128088268143372,1
0.0127708697940433,1650
0.0127584977987459,255
0.0127448341784564,23
0.0127200057981037,445
0.0127162654061035,136
0.0126897644586235,13
0.0126681386856544,302
0.0126670855540049,196
0.0126594547279011,18
0.0126448847693224,45
0.0126368256556103,166
0.01260054098088,211
0.0125811631996761,83
0.012577417379176,6
0.0125650274406661,5
0.01255000410366,244
0.0125469694548719,265
